select t.TABLE_NAME || '|' ||
TMP_A2000030_AUDI|COD_COMPENSACION|NUMBER|22|1|25002
TMP_A2000030_AUDI|COD_NIVEL3|NUMBER|22|4|25002
TMP_A2000030_AUDI|COD_NIVEL2|NUMBER|22|3|25002
TMP_A2000030_AUDI|COD_NIVEL1|NUMBER|22|2|25002
TMP_A2000030_AUDI|COD_ASESOR|NUMBER|22|6|25002
TMP_A2000030_AUDI|COD_ORG|NUMBER|22|6|25002
TMP_A2000030_AUDI|PCT_AGT|NUMBER|22||25002
TMP_A2000030_AUDI|COD_AGT|NUMBER|22|6|25002
TMP_A2000030_AUDI|COD_CUADRO_COM|NUMBER|22|3|25002
TMP_A2000030_AUDI|COD_DOCUM|VARCHAR2|20||25002
TMP_A2000030_AUDI|TIP_DOCUM|VARCHAR2|3||25002
TMP_A2000030_AUDI|TXT_MOTIVO_SPTO|VARCHAR2|120||25002
TMP_A2000030_AUDI|TIP_SPTO|VARCHAR2|2||25002
TMP_A2000030_AUDI|COD_TIP_SPTO|VARCHAR2|2||25002
TMP_A2000030_AUDI|SUB_COD_SPTO|NUMBER|22|2|25002
TMP_A2000030_AUDI|COD_SPTO|NUMBER|22|3|25002
TMP_A2000030_AUDI|NUM_SECU_GRUPO|NUMBER|22|6|25002
TMP_A2000030_AUDI|NUM_POLIZA_GRUPO|VARCHAR2|13||25002
TMP_A2000030_AUDI|NUM_CONTRATO|NUMBER|22|5|25002
TMP_A2000030_AUDI|NUM_POLIZA_CLIENTE|VARCHAR2|13||25002
TMP_A2000030_AUDI|NUM_POLIZA_ANTERIOR|VARCHAR2|13||25002
TMP_A2000030_AUDI|NUM_PRESUPUESTO|VARCHAR2|13||25002
TMP_A2000030_AUDI|TIP_COASEGURO|NUMBER|22|1|25002
TMP_A2000030_AUDI|NUM_RENOVACIONES|NUMBER|22|4|25002
TMP_A2000030_AUDI|CANT_RENOVACIONES|NUMBER|22|2|25002
TMP_A2000030_AUDI|COD_FRACC_PAGO|NUMBER|22|5|25002
TMP_A2000030_AUDI|COD_MON|NUMBER|22|2|25002
TMP_A2000030_AUDI|NUM_RIESGOS|NUMBER|22|6|25002
TMP_A2000030_AUDI|TIP_DURACION|NUMBER|22|1|25002
TMP_A2000030_AUDI|FEC_VCTO_SPTO|DATE|7||25002
TMP_A2000030_AUDI|FEC_EFEC_SPTO|DATE|7||25002
TMP_A2000030_AUDI|FEC_VCTO_POLIZA|DATE|7||25002
TMP_A2000030_AUDI|FEC_EFEC_POLIZA|DATE|7||25002
TMP_A2000030_AUDI|FEC_EMISION_SPTO|DATE|7||25002
TMP_A2000030_AUDI|FEC_EMISION|DATE|7||25002
TMP_A2000030_AUDI|FEC_VALIDEZ|DATE|7||25002
TMP_A2000030_AUDI|NUM_SPTO_APLI|NUMBER|22|5|25002
TMP_A2000030_AUDI|NUM_APLI|NUMBER|22|5|25002
TMP_A2000030_AUDI|NUM_SPTO|NUMBER|22|5|25002
TMP_A2000030_AUDI|NUM_POLIZA|VARCHAR2|13||25002
TMP_A2000030_AUDI|COD_RAMO|NUMBER|22|3|25002
TMP_A2000030_AUDI|COD_SECTOR|NUMBER|22|4|25002
TMP_A2000030_AUDI|COD_CIA|NUMBER|22|2|25002
A2009558_FEC|VAL_TEMPO|VARCHAR2|100||180
A2009558_FEC|FLAG_PROCESSO|VARCHAR2|5||180
A2009558_FEC|NOM_PROCESSO|VARCHAR2|100||180
A2009558_FEC|NUM_SECU|NUMBER|22|4|180
A2009558_FEC|NUM_RIESGO|NUMBER|22|6|180
A2009558_FEC|NUM_SPTO|NUMBER|22|5|180
A2009558_FEC|NUM_POLIZA|VARCHAR2|13||180
A2009558_FEC|COD_PROCESSO|NUMBER|22|13|180
HISTORICO_CADENAS_MENSAIS|MCA_TRATAMENTO|VARCHAR2|1||0
HISTORICO_CADENAS_MENSAIS|FEC_TRATAMENTO|DATE|7||0
HISTORICO_CADENAS_MENSAIS|TXT_ORA_ERR|VARCHAR2|500||0
HISTORICO_CADENAS_MENSAIS|NOM_FORNECEDOR_VCR|VARCHAR2|20||0
HISTORICO_CADENAS_MENSAIS|NOM_ARQUIVO_VCR|VARCHAR2|100||0
HISTORICO_CADENAS_MENSAIS|DSC_REG_ERRO|VARCHAR2|2000||0
HISTORICO_CADENAS_MENSAIS|HORA_PROCESO|VARCHAR2|15||0
HISTORICO_CADENAS_MENSAIS|FEC_PROCESO|DATE|7||0
HISTORICO_CADENAS_MENSAIS|COD_PGM|VARCHAR2|100||0
HISTORICO_CADENAS_MENSAIS|NOM_JOB|VARCHAR2|100||0
HISTORICO_CADENAS_MENSAIS|COD_CIA|NUMBER|22|2|0
HISTORICO_CADENAS_DIARIAS|MCA_TRATAMENTO|VARCHAR2|1||0
HISTORICO_CADENAS_DIARIAS|FEC_TRATAMENTO|DATE|7||0
HISTORICO_CADENAS_DIARIAS|TXT_ORA_ERR|VARCHAR2|500||0
HISTORICO_CADENAS_DIARIAS|NOM_FORNECEDOR_VCR|VARCHAR2|20||0
HISTORICO_CADENAS_DIARIAS|NOM_ARQUIVO_VCR|VARCHAR2|100||0
HISTORICO_CADENAS_DIARIAS|DSC_REG_ERRO|VARCHAR2|2000||0
HISTORICO_CADENAS_DIARIAS|HORA_PROCESO|VARCHAR2|15||0
HISTORICO_CADENAS_DIARIAS|FEC_PROCESO|DATE|7||0
HISTORICO_CADENAS_DIARIAS|COD_PGM|VARCHAR2|100||0
HISTORICO_CADENAS_DIARIAS|NOM_JOB|VARCHAR2|100||0
HISTORICO_CADENAS_DIARIAS|COD_CIA|NUMBER|22|2|0
A2009088_VCR|COD_USR|VARCHAR2|8||40
A2009088_VCR|FEC_ACTU|DATE|7||40
A2009088_VCR|FEC_INSERCAO|DATE|7||40
A2009088_VCR|MCA_INH|VARCHAR2|1||40
A2009088_VCR|NUM_SECU|NUMBER|22|4|40
A2009088_VCR|USR_RECUSA|VARCHAR2|8||40
A2009088_VCR|COD_CT|NUMBER|22|3|40
A2009088_VCR|COD_REGRA|NUMBER|22|4|40
A2009088_VCR|COD_CIA|NUMBER|22|2|40
A2009083_VCR|MCA_VALIDA_CT|VARCHAR2|1||20
A2009083_VCR|QTD_MESES_RETRO|NUMBER|22|3|20
A2009083_VCR|QTD_OCORRENCIAS|NUMBER|22|3|20
A2009083_VCR|COD_USR|VARCHAR2|8||20
A2009083_VCR|FEC_ACTU|DATE|7||20
A2009083_VCR|FEC_INSERCAO|DATE|7||20
A2009083_VCR|MCA_INH|VARCHAR2|1||20
A2009083_VCR|COD_TIP_PRODUTO|NUMBER|22|3|20
A2009083_VCR|COD_PRODUTO|NUMBER|22|3|20
A2009083_VCR|COD_SECTOR|NUMBER|22|2|20
A2009083_VCR|COD_REGRA|NUMBER|22|4|20
A2009083_VCR|COD_CIA|NUMBER|22|2|20
COD_PLAN_PAGO|PLAN_PAGO|VARCHAR2|5||
A9999017_VCR|COD_USER|VARCHAR2|50||0
A9999017_VCR|NUM_SECU|NUMBER|22|4|0
A9999017_VCR|FEC_ACTU|DATE|7||0
A9999017_VCR|NOM_TAR|VARCHAR2|30||0
A9999017_VCR|COD_TAR|VARCHAR2|10||0
A9999017_VCR|NOM_ARCHIVO|VARCHAR2|50||0
A9999017_VCR|FEC_TRATAMIENTO|DATE|7||0
A9999017_VCR|NUM_RECIBO|NUMBER|22|11|0
A9999017_VCR|NUM_POLIZA_CLIENTE|VARCHAR2|13||0
A9999017_VCR|NUM_POLIZA_GRUPO|VARCHAR2|13||0
A9999017_VCR|NUM_SPTO_APLI|NUMBER|22|5|0
A9999017_VCR|NUM_APLI|NUMBER|22|5|0
A9999017_VCR|NUM_SPTO|NUMBER|22|5|0
A9999017_VCR|NUM_POLIZA|VARCHAR2|13||0
A9999017_VCR|COD_RAMO|NUMBER|22|3|0
A9999017_VCR|COD_CIA|NUMBER|22|2|0
A2999033_VCR|MCA_RELAC_OBLIGATORIO|VARCHAR2|1||1100
A2999033_VCR|MCA_COB_OBLIGATORIO|VARCHAR2|1||1100
A2999033_VCR|COD_USR|VARCHAR2|8||1100
A2999033_VCR|FEC_ACTU|DATE|7||1100
A2999033_VCR|COD_TARIFA|NUMBER|22|5|1100
A2999033_VCR|IMP_PRIMA_TOTAL|NUMBER|22||1100
A2999033_VCR|IMP_PRIMA|NUMBER|22||1100
A2999033_VCR|SUMA_ASEG_MAX|NUMBER|22||1100
A2999033_VCR|SUMA_ASEG_MIN|NUMBER|22||1100
A2999033_VCR|COD_CARENCIA|NUMBER|22|4|1100
A2999033_VCR|COD_FRANQUICIA|NUMBER|22|3|1100
A2999033_VCR|COD_COB|NUMBER|22|4|1100
A2999033_VCR|EDAD_MAX|NUMBER|22|3|1100
A2999033_VCR|EDAD_MIN|NUMBER|22|3|1100
A2999033_VCR|TIP_RELAC|VARCHAR2|2||1100
A2999033_VCR|GRUPO|VARCHAR2|20||1100
A2999033_VCR|TIP_PLAN|VARCHAR2|10||1100
A2999033_VCR|NOM_PLANO|VARCHAR2|50||1100
A2999033_VCR|COD_PLANO|VARCHAR2|4||1100
A2999033_VCR|COD_SUB_REP|NUMBER|22|5|1100
A2999033_VCR|COD_DOCUM_REP|VARCHAR2|20||1100
A2999033_VCR|TIP_DOCUM_REP|VARCHAR2|3||1100
A2999033_VCR|COD_MODALIDAD|NUMBER|22|5|1100
A2999033_VCR|COD_RAMO|NUMBER|22|3|1100
A2999033_VCR|COD_CIA|NUMBER|22|2|1100
G2999003_VCR|COD_USR|VARCHAR2|8||2653
G2999003_VCR|FEC_ACTU|DATE|7||2653
G2999003_VCR|FEC_BAJA|DATE|7||2653
G2999003_VCR|MCA_INH|VARCHAR2|1||2653
G2999003_VCR|FEC_VALIDEZ|DATE|7||2653
G2999003_VCR|TXT_CAMPO_ALTERNO|VARCHAR2|60||2653
G2999003_VCR|TXT_DESCRIPCION|VARCHAR2|60||2653
G2999003_VCR|TIP_CAMPO|VARCHAR2|20||2653
G2999003_VCR|TXT_VALOR_COB_MAXIMO|VARCHAR2|30||2653
G2999003_VCR|TXT_VALOR_COB_MINIMO|VARCHAR2|30||2653
G2999003_VCR|COD_COB|NUMBER|22|4|2653
G2999003_VCR|TXT_VALOR_MAXIMO|VARCHAR2|30||2653
G2999003_VCR|TXT_VALOR_MINIMO|VARCHAR2|30||2653
G2999003_VCR|COD_CAMPO|VARCHAR2|30||2653
G2999003_VCR|COD_MODALIDAD|NUMBER|22|5|2653
G2999003_VCR|COD_RAMO|NUMBER|22|3|2653
G2999003_VCR|NOM_NEMOTECNICO|VARCHAR2|40||2653
G2999003_VCR|COD_CIA|NUMBER|22|2|2653
G2109044_VCR|PCT_AJUSTE_TAB_REF|NUMBER|22|3|87
G2109044_VCR|COD_USR|VARCHAR2|10||87
G2109044_VCR|FEC_ACTU|DATE|7||87
G2109044_VCR|MCA_BAJA|VARCHAR2|1||87
G2109044_VCR|FEC_VALIDEZ|DATE|7||87
G2109044_VCR|VAL_MAX_BLINDAGEM|NUMBER|22||87
G2109044_VCR|VAL_MIN_BLINDAGEM|NUMBER|22||87
G2109044_VCR|COD_SUBZONA|NUMBER|22|10|87
G2109044_VCR|COD_CATEGORIA|NUMBER|22|4|87
G2109044_VCR|COD_CLASSE|NUMBER|22|4|87
G2109044_VCR|NUM_NIVEL|NUMBER|22|5|87
G2109044_VCR|NUM_IDADE|NUMBER|22|5|87
G2109044_VCR|COD_MADRE|NUMBER|22|4|87
G2109044_VCR|TIP_PRODUTO|NUMBER|22|5|87
G2109044_VCR|COD_RAMO|NUMBER|22|3|87
G2109044_VCR|COD_CIA|NUMBER|22|2|87
G2009016_VCR|COD_USR|VARCHAR2|30||1
G2009016_VCR|FEC_VALIDEZ|DATE|7||1
G2009016_VCR|FEC_ACTU|DATE|7||1
G2009016_VCR|MCA_BAJA|VARCHAR2|1||1
G2009016_VCR|VAL_COLUMNA|VARCHAR2|50||1
G2009016_VCR|COD_VALOR|VARCHAR2|10||1
G2009016_VCR|NOM_COLUMNA|VARCHAR2|40||1
G2009016_VCR|COD_RAMO|NUMBER|22||1
G2009016_VCR|COD_CIA|NUMBER|22||1
X2990006_VCR|COD_USR|VARCHAR2|8||15
X2990006_VCR|FEC_ACTU|DATE|7||15
X2990006_VCR|NOM_VALOR|VARCHAR2|30||15
X2990006_VCR|COD_VALOR|VARCHAR2|30||15
X2990006_VCR|COD_CAMPO|VARCHAR2|30||15
X2990006_VCR|NUM_RIESGO|NUMBER|22|5|15
X2990006_VCR|NUM_POLIZA|VARCHAR2|13||15
X2990006_VCR|COD_CIA|NUMBER|22|2|15
G2990906_VCR|COD_USR|VARCHAR2|8||16
G2990906_VCR|FEC_ACTU|DATE|7||16
G2990906_VCR|TXT_SENTENCIA|VARCHAR2|4000||16
G2990906_VCR|TXT_CONDICION|VARCHAR2|4000||16
G2990906_VCR|NUM_SECU|NUMBER|22|2|16
G2990906_VCR|COD_CAMPO|VARCHAR2|30||16
G2990906_VCR|FEC_VALIDEZ|DATE|7||16
G2990906_VCR|COD_COB|NUMBER|22|4|16
G2990906_VCR|COD_MODALIDAD|NUMBER|22|5|16
G2990906_VCR|COD_RAMO|NUMBER|22|3|16
G2990906_VCR|COD_CIA|NUMBER|22|2|16
G2019020_VCR|FEC_ACTU|DATE|7||3
G2019020_VCR|MCA_BAJA|VARCHAR2|1||3
G2019020_VCR|FEC_VALIDEZ|DATE|7||3
G2019020_VCR|MCA_INH|VARCHAR2|1||3
G2019020_VCR|MCA_CGC|VARCHAR2|1||3
G2019020_VCR|MCA_CPF|VARCHAR2|1||3
G2019020_VCR|TIP_SEGMENTO|VARCHAR2|10||3
G2019020_VCR|COD_CAMPANHA_VCR|VARCHAR2|5||3
G2019020_VCR|TIP_CLASSIFICACAO_CORRECTOR|VARCHAR2|3||3
G2019020_VCR|COD_SUSEP|VARCHAR2|14||3
G2019020_VCR|COD_AGT|VARCHAR2|7||3
G2019020_VCR|TIP_PRODUTO|VARCHAR2|3||3
G2019020_VCR|COD_RAMO|NUMBER|22|3|3
G2019020_VCR|COD_CIA|NUMBER|22|2|3
G2019020_VCR|COD_USR|VARCHAR2|8||3
G2109015_VCR|COD_USR|VARCHAR2|8||0
G2109015_VCR|FEC_ACTU|DATE|7||0
G2109015_VCR|MCA_BAJA|VARCHAR2|1||0
G2109015_VCR|FEC_VALIDEZ|DATE|7||0
G2109015_VCR|MCA_LEILAO|VARCHAR2|1||0
G2109015_VCR|MCA_NEUROTECH|VARCHAR2|1||0
G2109015_VCR|MCA_COMITE_RISCO|VARCHAR2|1||0
G2109015_VCR|MCA_COMITE_CONDUTOR|VARCHAR2|1||0
G2109015_VCR|MCA_COMITE_SEGURADO|VARCHAR2|1||0
G2109015_VCR|MCA_RNS_RISCO|VARCHAR2|1||0
G2109015_VCR|MCA_RNS_CONDUTOR|VARCHAR2|1||0
G2109015_VCR|MCA_RNS_SEGURADO|VARCHAR2|1||0
G2109015_VCR|COD_NIVEL_BONUS_MALUS_FIM|VARCHAR2|80||0
G2109015_VCR|COD_NIVEL_BONUS_MALUS_INI|VARCHAR2|80||0
G2109015_VCR|TIP_SEGMENTO|VARCHAR2|80||0
G2109015_VCR|MCA_VEIC_ATUAL_ANT|VARCHAR2|80||0
G2109015_VCR|TIP_MERC_DETER|VARCHAR2|80||0
G2109015_VCR|MCA_ZERO_KM|VARCHAR2|80||0
G2109015_VCR|MCA_RENOV_OUTRAS|VARCHAR2|80||0
G2109015_VCR|TIP_DOCUM|VARCHAR2|80||0
G2109015_VCR|NUM_POLIZA|VARCHAR2|80||0
G2109015_VCR|NUM_POLIZA_CLIENTE|VARCHAR2|80||0
G2109015_VCR|NUM_SUBCONTRATO|VARCHAR2|80||0
G2109015_VCR|NUM_CONTRATO|VARCHAR2|80||0
G2109015_VCR|NUM_POLIZA_GRUPO|VARCHAR2|80||0
G2109015_VCR|COD_SUSEP|VARCHAR2|80||0
G2109015_VCR|COD_AGT|VARCHAR2|80||0
G2109015_VCR|COD_CANAL3|VARCHAR2|80||0
G2109015_VCR|COD_CANAL2|VARCHAR2|80||0
G2109015_VCR|COD_CANAL1|VARCHAR2|80||0
G2109015_VCR|COD_NIVEL3|VARCHAR2|80||0
G2109015_VCR|COD_NIVEL2|VARCHAR2|80||0
G2109015_VCR|COD_NIVEL1|VARCHAR2|80||0
G2109015_VCR|TIP_PRODUTO|VARCHAR2|80||0
G2109015_VCR|COD_RAMO|NUMBER|22|3|0
G2109015_VCR|COD_SECTOR|NUMBER|22|4|0
G2109015_VCR|COD_CIA|NUMBER|22|2|0
A2300201_VCR|FEC_ACTU|DATE|7||214
A2300201_VCR|COD_USR|VARCHAR2|8||214
A2300201_VCR|COD_VALORES_CRITICOS|VARCHAR2|500||214
A2300201_VCR|NOM_CAMPO_IMPRIME|VARCHAR2|500||214
A2300201_VCR|COD_CAMPO_RELACIONADO|VARCHAR2|30||214
A2300201_VCR|COD_CAMPO|VARCHAR2|30||214
A2300201_VCR|COD_FORMULARIO|NUMBER|22|3|214
A2300201_VCR|COD_CIA|NUMBER|22|2|214
G2019021_VCR|COD_USR|VARCHAR2|8||3
G2019021_VCR|FEC_ACTU|DATE|7||3
G2019021_VCR|MCA_BAJA|VARCHAR2|1||3
G2019021_VCR|FEC_VALIDEZ|DATE|7||3
G2019021_VCR|MCA_INH|VARCHAR2|1||3
G2019021_VCR|COD_SEVERIDADE_SERASA|VARCHAR2|10||3
G2019021_VCR|VALOR_ATE|NUMBER|22|10|3
G2019021_VCR|VALOR_DE|NUMBER|22|10|3
G2019021_VCR|QTD_ATE|NUMBER|22|5|3
G2019021_VCR|QTD_DE|NUMBER|22|5|3
G2019021_VCR|COD_PENDENCIA_SERASA|VARCHAR2|10||3
G2019021_VCR|TIP_PRODUTO|VARCHAR2|3||3
G2019021_VCR|COD_RAMO|NUMBER|22|3|3
G2019021_VCR|COD_CIA|NUMBER|22|2|3
A1002150_VCR|NOM_PRG_VALIDATION|VARCHAR2|100||6083
A1002150_VCR|NUM_PASSO|NUMBER|22|1|6083
A1002150_VCR|MCA_OBLIGATORIO|VARCHAR2|1||6083
A1002150_VCR|MCA_INH|VARCHAR2|1||6083
A1002150_VCR|NOM_COB|VARCHAR2|300||6083
A1002150_VCR|COD_COB|NUMBER|22|4|6083
A1002150_VCR|NUM_SECU|NUMBER|22|4|6083
A1002150_VCR|COD_MODALIDAD|NUMBER|22|5|6083
A1002150_VCR|COD_RAMO|NUMBER|22|3|6083
A1002150_VCR|COD_CIA|NUMBER|22|2|6083
A2109057_VCR|COD_USR|VARCHAR2|8||24
A2109057_VCR|FEC_ACTU|DATE|7||24
A2109057_VCR|MCA_BAJA|VARCHAR2|1||24
A2109057_VCR|FEC_VALIDEZ|DATE|7||24
A2109057_VCR|PCT_COMI_MAX|NUMBER|22|5|24
A2109057_VCR|PCT_COMI_MIN|NUMBER|22|5|24
A2109057_VCR|TIP_DESCONTO|NUMBER|22|1|24
A2109057_VCR|TIP_DURACION|NUMBER|22|2|24
A2109057_VCR|MCA_SINI_ULT_VIGENCIA|VARCHAR2|1||24
A2109057_VCR|MCA_RENOV_OUTRAS|VARCHAR2|1||24
A2109057_VCR|NUM_REF_ATE|NUMBER|22||24
A2109057_VCR|NUM_REF_DE|NUMBER|22||24
A2109057_VCR|COD_CATEGORIA|NUMBER|22|4|24
A2109057_VCR|COD_TIP_VEHI|NUMBER|22|4|24
A2109057_VCR|COD_MODALIDAD|VARCHAR2|30||24
A2109057_VCR|TIP_PRODUTO|NUMBER|22|5|24
A2109057_VCR|NUM_POLIZA|VARCHAR2|13||24
A2109057_VCR|NUM_POLIZA_CLIENTE|VARCHAR2|13||24
A2109057_VCR|NUM_SUBCONTRATO|NUMBER|22|5|24
A2109057_VCR|NUM_CONTRATO|NUMBER|22|5|24
A2109057_VCR|NUM_POLIZA_GRUPO|VARCHAR2|13||24
A2109057_VCR|COD_CANAL3|VARCHAR2|4||24
A2109057_VCR|COD_CANAL2|VARCHAR2|4||24
A2109057_VCR|COD_CANAL1|VARCHAR2|4||24
A2109057_VCR|COD_NIVEL3|NUMBER|22|4|24
A2109057_VCR|COD_NIVEL2|NUMBER|22|3|24
A2109057_VCR|COD_NIVEL1|NUMBER|22|2|24
A2109057_VCR|COD_AGT|NUMBER|22|6|24
A2109057_VCR|COD_RAMO|NUMBER|22|3|24
A2109057_VCR|COD_CIA|NUMBER|22|2|24
A2109056_VCR|COD_RAMO|NUMBER|22|3|29
A2109056_VCR|COD_CIA|NUMBER|22|2|29
A2109056_VCR|COD_USR|VARCHAR2|8||29
A2109056_VCR|FEC_ACTU|DATE|7||29
A2109056_VCR|MCA_BAJA|VARCHAR2|1||29
A2109056_VCR|FEC_VALIDEZ|DATE|7||29
A2109056_VCR|PCT_COMI_MAX|NUMBER|22|5|29
A2109056_VCR|PCT_COMI_MIN|NUMBER|22|5|29
A2109056_VCR|TIP_FRANQUIA|NUMBER|22|2|29
A2109056_VCR|COD_SUBZONA|NUMBER|22|10|29
A2109056_VCR|NUM_IDADE_SEG_ATE|NUMBER|22|3|29
A2109056_VCR|NUM_IDADE_SEG_DE|NUMBER|22|3|29
A2109056_VCR|MCA_SINI_ULT_VIGENCIA|VARCHAR2|1||29
A2109056_VCR|TIP_MERC_DETER|VARCHAR2|1||29
A2109056_VCR|MCA_RENOV_OUTRAS|VARCHAR2|1||29
A2109056_VCR|NUM_IDADE_VEIC_ATE|NUMBER|22|3|29
A2109056_VCR|NUM_IDADE_VEIC_DE|NUMBER|22|3|29
A2109056_VCR|COD_CLASSE|NUMBER|22|4|29
A2109056_VCR|COD_MADRE|NUMBER|22|4|29
A2109056_VCR|COD_CONFIGURACAO|NUMBER|22|4|29
A2109056_VCR|COD_TIP_VEHI|NUMBER|22|4|29
A2109056_VCR|COD_SUB_MODELO|NUMBER|22|3|29
A2109056_VCR|COD_MODELO|NUMBER|22|3|29
A2109056_VCR|COD_MARCA|NUMBER|22|3|29
A2109056_VCR|PCT_DESC_AFINIDADE_VCR|NUMBER|22|5|29
A2109056_VCR|COD_AFINIDADE|NUMBER|22|5|29
A2109056_VCR|TIP_PRODUTO|NUMBER|22|5|29
A2109056_VCR|COD_MODALIDAD|VARCHAR2|30||29
A2109056_VCR|NUM_POLIZA|VARCHAR2|13||29
A2109056_VCR|NUM_POLIZA_CLIENTE|VARCHAR2|13||29
A2109056_VCR|NUM_SUBCONTRATO|NUMBER|22|5|29
A2109056_VCR|NUM_CONTRATO|NUMBER|22|5|29
A2109056_VCR|NUM_POLIZA_GRUPO|VARCHAR2|13||29
A2109056_VCR|COD_CANAL3|VARCHAR2|4||29
A2109056_VCR|COD_CANAL2|VARCHAR2|4||29
A2109056_VCR|COD_CANAL1|VARCHAR2|4||29
A2109056_VCR|COD_NIVEL3|NUMBER|22|4|29
A2109056_VCR|COD_NIVEL2|NUMBER|22|3|29
A2109056_VCR|COD_NIVEL1|NUMBER|22|2|29
A2109056_VCR|COD_AGT|NUMBER|22|6|29
A2109055_VCR|COD_USR|VARCHAR2|8||12
A2109055_VCR|FEC_ACTU|DATE|7||12
A2109055_VCR|MCA_BAJA|VARCHAR2|1||12
A2109055_VCR|FEC_VALIDEZ|DATE|7||12
A2109055_VCR|PCT_COMI_MAX|NUMBER|22|5|12
A2109055_VCR|PCT_COMI_MIN|NUMBER|22|5|12
A2109055_VCR|COD_TIP_VEHI|NUMBER|22|4|12
A2109055_VCR|MCA_SINI_ULT_VIGENCIA|VARCHAR2|1||12
A2109055_VCR|MCA_RENOV_OUTRAS|VARCHAR2|1||12
A2109055_VCR|TIP_MERC_DETER|VARCHAR2|1||12
A2109055_VCR|COD_CLASE_AGT|NUMBER|22|2|12
A2109055_VCR|COD_SUB_ZONA|NUMBER|22|10|12
