select t.TABLE_NAME || '|' ||
CADASTROQUESTIONARIO|DCOPCOESRESPOSTA|VARCHAR2|300||210
CADASTROQUESTIONARIO|DCOPCOESCOMPLEMENTO|VARCHAR2|300||210
CALCULOCOTACAO|CICIA|NUMBER|22|2|487
CALCULOCOTACAO|NRCOTACAO|NUMBER|22|18|487
CALCULOCOTACAO|CICOBERTURA|NUMBER|22|3|487
CALCULOCOTACAO|CIMODALIDADE|NUMBER|22|3|487
CALCULOCOTACAO|CICALCCOBERTURA|NUMBER|22|20|487
CALCULOCOTACAO|CIVERSAO|NUMBER|22|3|487
CALCULOCOTACAO|VLLMG|NUMBER|22||487
CALCULOCOTACAO|VLDM|NUMBER|22||487
CALCULOCOTACAO|NRCOEFAGRAVOLMG|NUMBER|22||487
CALCULOCOTACAO|PCAGRAVACAORISCOLMG|NUMBER|22||487
CALCULOCOTACAO|VLPREMIOBASICODM|NUMBER|22||487
CALCULOCOTACAO|VLPREMIOBASICOLMG|NUMBER|22||487
CALCULOCOTACAO|VLDSCTOTECNICODM|NUMBER|22||487
CALCULOCOTACAO|VLDSCTOTECNICOLMG|NUMBER|22||487
CALCULOCOTACAO|VLDSCTOCOMERCIALDM|NUMBER|22||487
CALCULOCOTACAO|VLDSCTOCOMERCIALLMG|NUMBER|22||487
CALCULOCOTACAO|VLDSCTOEXPMODALIDADEDM|NUMBER|22||487
CALCULOCOTACAO|VLDSCTOEXPMODALIDADELMG|NUMBER|22||487
CALCULOCOTACAO|NRCOEFCORRETAGEM|NUMBER|22||487
CALCULOCOTACAO|VLDSCTOAGRAVSUBSCRICAODM|NUMBER|22||487
CALCULOCOTACAO|VLDSCTOAGRAVSUBSCRICAOLMG|NUMBER|22||487
CALCULOCOTACAO|VLPREMIONETDM|NUMBER|22||487
CALCULOCOTACAO|VLPREMIONETLMG|NUMBER|22||487
CALCULOCOTACAO|CDSUBSCRITOR|VARCHAR2|1||487
CALCULOCOTACAO|CDUSUARIOINCLUSAO|VARCHAR2|10||487
CALCULOCOTACAO|DHINCLUSAO|DATE|7||487
CALCULOCOTACAO|CDUSUARIOALTERACAO|VARCHAR2|10||487
CALCULOCOTACAO|DHALTERACAO|DATE|7||487
CALCULOCOTACAO|VLCAMBIO|NUMBER|22||487
CALCULOCOTACAO|VLCOEFAGRAVOLMG|NUMBER|22||487
CALCULOCOTACAO|VLCOEFAGRAVODM|NUMBER|22||487
CALCULOCOTACAO|VLCAMBIOLMG|NUMBER|22||487
CALCULOCOTACAO|VLCAMBIODM|NUMBER|22||487
CALCULOCOTACAO|PCAGRAVACAORISCODM|NUMBER|22||487
CALCULOCOTACAO|VLCOEFCORRETAGEMLMG|NUMBER|22||487
CALCULOCOTACAO|VLCOEFCORRETAGEMDM|NUMBER|22||487
CLASSE_COBERTURA|CICIA|NUMBER|22|2|73
CLASSE_COBERTURA|CICOBERTURA|NUMBER|22|3|73
CLASSE_COBERTURA|CDCLASSE|NUMBER|22||73
CLASSE_COBERTURA|DSCLASSE|VARCHAR2|10||73
CLASSE_COBERTURA|DHINCLUSAO|DATE|7||73
CLASSE_COBERTURA|CDUSUARIOINCLUSAO|VARCHAR2|10||73
CLASSE_COBERTURA|CDUSUARIOALTERACAO|VARCHAR2|10||73
CLASSE_COBERTURA|DHALTERACAO|DATE|7||73
CLAUSULACOTACAO|CDCICOBERTURA|NUMBER|22|3|8205
CLAUSULACOTACAO|CDCONDICAOPARTICULAR|VARCHAR2|1||8205
CLAUSULACOTACAO|CICIA|NUMBER|22|2|8205
CLAUSULACOTACAO|NRCOTACAO|NUMBER|22|18|8205
CLAUSULACOTACAO|NRCLAUSULA|NUMBER|22|10|8205
CLAUSULACOTACAO|CDTITULOCLAUSULA|VARCHAR2|60||8205
CLAUSULACOTACAO|DCCLAUSULA|VARCHAR2|60||8205
CLAUSULACOTACAO|CDUSUARIOINCLUSAO|VARCHAR2|10||8205
CLAUSULACOTACAO|DHINCLUSAO|DATE|7||8205
CLAUSULACOTACAO|CDUSUARIOALTERACAO|VARCHAR2|10||8205
CLAUSULACOTACAO|DHALTERACAO|DATE|7||8205
CLAUSULACOTACAO|NRLINHA|NUMBER|22|4|8205
COBERTURA|CDCLAUSULATW|VARCHAR2|11||77
COBERTURA|CICIA|NUMBER|22|2|77
COBERTURA|CICOBERTURA|NUMBER|22|3|77
COBERTURA|CIMODALIDADE|NUMBER|22|3|77
COBERTURA|CIPRODUTO|NUMBER|22|3|77
COBERTURA|DCCOBERTURA|VARCHAR2|60||77
COBERTURA|CDMCAFRANQUIA|VARCHAR2|1||77
COBERTURA|CIVERSAO|NUMBER|22|3|77
COBERTURA|CDUSUARIOINCLUSAO|VARCHAR2|10||77
COBERTURA|DHINCLUSAO|DATE|7||77
COBERTURA|CDUSUARIOALTERACAO|VARCHAR2|10||77
COBERTURA|DHALTERACAO|DATE|7||77
COLUNAPLANILHA|CICOBERTURA|NUMBER|22|3|114
COLUNAPLANILHA|CIPLANILHA|NUMBER|22|3|114
COLUNAPLANILHA|CICOLUNA|NUMBER|22|3|114
COLUNAPLANILHA|DCCOLUNA|VARCHAR2|50||114
COLUNAPLANILHA|CDUSUARIOINCLUSAO|VARCHAR2|10||114
COLUNAPLANILHA|DHINCLUSAO|DATE|7||114
COLUNAPLANILHA|CDUSUARIOALTERACAO|VARCHAR2|10||114
COLUNAPLANILHA|DHALTERACAO|DATE|7||114
CONGENERECOTACAO|CICIA|NUMBER|22|2|0
CONGENERECOTACAO|NRCOTACAO|NUMBER|22|18|0
CONGENERECOTACAO|CICONGENERE|NUMBER|22|6|0
CONGENERECOTACAO|PCPARTICIPACAO|NUMBER|22||0
CONGENERECOTACAO|CDUSUARIOINCLUSAO|VARCHAR2|10||0
CONGENERECOTACAO|DHINCLUSAO|DATE|7||0
CONGENERECOTACAO|CDUSUARIOALTERACAO|VARCHAR2|10||0
CONGENERECOTACAO|DHALTERACAO|DATE|7||0
CONGENERECOTACAO|PCADMINISTRACAO|NUMBER|22||0
COTACAO|CDVERBAUNICA|VARCHAR2|1||102
COTACAO|LMGVERBAU|NUMBER|22||102
COTACAO|DMVERBAU|NUMBER|22||102
COTACAO|CDINDAJUDAVU|VARCHAR2|1||102
COTACAO|CILSTAJUDACLSPART|VARCHAR2|500||102
COTACAO|CICIA|NUMBER|22|2|102
COTACAO|NRCOTACAO|NUMBER|22|18|102
COTACAO|CIPRODUTO|NUMBER|22|3|102
COTACAO|DTCOTACAO|DATE|7||102
COTACAO|CITIPOCALCULO|NUMBER|22|2|102
COTACAO|CITIPOMOEDA|NUMBER|22|2|102
COTACAO|DTVIGINICIAL|DATE|7||102
COTACAO|DTVIGFINAL|DATE|7||102
COTACAO|CDORGAOPUBLICO|VARCHAR2|1||102
COTACAO|CDFAC|NUMBER|22|2|102
COTACAO|CIMODALIDADE|NUMBER|22|3|102
COTACAO|CIATIVIDADE|NUMBER|22|6|102
COTACAO|CITIPOFRANQUIA|NUMBER|22|3|102
COTACAO|CITIPORISCO|NUMBER|22|3|102
COTACAO|CIBASE|NUMBER|22|3|102
COTACAO|CITIPORESSEGURO|NUMBER|22|3|102
COTACAO|CISTATUS|NUMBER|22|3|102
COTACAO|DTPROPOSTA|DATE|7||102
COTACAO|DTENVIOCORPORATIVO|DATE|7||102
COTACAO|CDTIPOGESTOR|VARCHAR2|2||102
COTACAO|CDGESTOR|VARCHAR2|13||102
COTACAO|VLCUSTOAPOLICE|NUMBER|22||102
COTACAO|CIMOTIVOSUBSCRICAO|NUMBER|22|3|102
COTACAO|CINEGOCIO|NUMBER|22|10|102
COTACAO|CICORRETOR|NUMBER|22|14|102
COTACAO|PCCOMISSAO|NUMBER|22||102
COTACAO|CDISENTOIOF|VARCHAR2|1||102
COTACAO|VLIOF|NUMBER|22||102
COTACAO|BBOBSERVACAO|VARCHAR2|200||102
COTACAO|CDBAIXABACKOFFICE|VARCHAR2|1||102
COTACAO|CDUSUARIOINCLUSAO|VARCHAR2|10||102
COTACAO|DHINCLUSAO|DATE|7||102
COTACAO|CDUSUARIOALTERACAO|VARCHAR2|10||102
COTACAO|DHALTERACAO|DATE|7||102
COTACAO|VLCAMBIO|NUMBER|22||102
COTACAO|VLPREMIOLIQUIDO|NUMBER|22||102
COTACAO|DTCALCULOPREMIO|DATE|7||102
COTACAO|NRAPOLICE|NUMBER|22|18|102
COTACAO|DTRETORNOSUBSCRICAO|DATE|7||102
DEMONSTRATIVO_FRANQUIA|CDCLASSE|NUMBER|22||71
DEMONSTRATIVO_FRANQUIA|CICIA|NUMBER|22|2|71
DEMONSTRATIVO_FRANQUIA|CICOBERTURA|NUMBER|22|3|71
DEMONSTRATIVO_FRANQUIA|CDVALOR_REDUZIDA|VARCHAR2|150||71
DEMONSTRATIVO_FRANQUIA|CDVALOR_NORMAL|VARCHAR2|150||71
DEMONSTRATIVO_FRANQUIA|CDVALOR_AMPLIADA|VARCHAR2|150||71
DEPENDENCIACOBERTURA|DHALTERACAO|DATE|7||5
DEPENDENCIACOBERTURA|CICIA|NUMBER|22|2|5
DEPENDENCIACOBERTURA|CICOBERTURA|NUMBER|22|3|5
DEPENDENCIACOBERTURA|CIDEPCOBERTURA|NUMBER|22|3|5
DEPENDENCIACOBERTURA|CDUSUARIOINCLUSAO|VARCHAR2|10||5
DEPENDENCIACOBERTURA|DHINCLUSAO|DATE|7||5
DEPENDENCIACOBERTURA|CDUSUARIOALTERACAO|VARCHAR2|10||5
DESCRICAOPLANILHA|CICOBERTURA|NUMBER|22|3|42
DESCRICAOPLANILHA|CIPLANILHA|NUMBER|22|3|42
DESCRICAOPLANILHA|DCPLANILHA|VARCHAR2|30||42
DESCRICAOPLANILHA|CDUSUARIOINCLUSAO|VARCHAR2|10||42
DESCRICAOPLANILHA|DHINCLUSAO|DATE|7||42
DESCRICAOPLANILHA|CDUSUARIOALTERACAO|VARCHAR2|10||42
DESCRICAOPLANILHA|DHALTERACAO|DATE|7||42
DR$IXTERCEIRO01$I|TOKEN_TEXT|VARCHAR2|64||761
DR$IXTERCEIRO01$I|TOKEN_TYPE|NUMBER|22|3|761
DR$IXTERCEIRO01$I|TOKEN_FIRST|NUMBER|22|10|761
DR$IXTERCEIRO01$I|TOKEN_LAST|NUMBER|22|10|761
DR$IXTERCEIRO01$I|TOKEN_COUNT|NUMBER|22|10|761
DR$IXTERCEIRO01$I|TOKEN_INFO|BLOB|4000||761
DR$IXTERCEIRO01$K|DOCID|NUMBER|22|38|37
DR$IXTERCEIRO01$K|TEXTKEY|ROWID|10||37
DR$IXTERCEIRO01$N|NLT_DOCID|NUMBER|22|38|336
DR$IXTERCEIRO01$N|NLT_MARK|CHAR|1||336
DR$IXTERCEIRO01$R|ROW_NO|NUMBER|22|3|22
DR$IXTERCEIRO01$R|DATA|BLOB|4000||22
FORMAPAGTOCOTACAO|CICIA|NUMBER|22|3|12
FORMAPAGTOCOTACAO|NRCOTACAO|NUMBER|22|18|12
FORMAPAGTOCOTACAO|CIFORMAPAGTO|NUMBER|22|4|12
FORMAPAGTOCOTACAO|DCPAGTO|VARCHAR2|30||12
FORMAPAGTOCOTACAO|QTPARCELA|NUMBER|22|3|12
FORMAPAGTOCOTACAO|NRDIAVENCTO|NUMBER|22|2|12
FORMAPAGTOCOTACAO|CDBANCO|VARCHAR2|4||12
FORMAPAGTOCOTACAO|CDAGENCIA|VARCHAR2|4||12
FORMAPAGTOCOTACAO|CDDIGAGENCIA|VARCHAR2|1||12
FORMAPAGTOCOTACAO|CDCONTA|VARCHAR2|30||12
FORMAPAGTOCOTACAO|CDDIGITOCONTA|VARCHAR2|2||12
FORMAPAGTOCOTACAO|VLJUROSFRAC|NUMBER|22||12
FORMAPAGTOCOTACAO|CDUSUARIOINCLUSAO|VARCHAR2|10||12
FORMAPAGTOCOTACAO|DHINCLUSAO|DATE|7||12
FORMAPAGTOCOTACAO|CDUSUARIOALTERACAO|VARCHAR2|10||12
FORMAPAGTOCOTACAO|DHALTERACAO|DATE|7||12
LINHAPLANILHA|CICOBERTURA|NUMBER|22|3|2736
LINHAPLANILHA|CIPLANILHA|NUMBER|22|3|2736
LINHAPLANILHA|CICOLUNA|NUMBER|22|3|2736
LINHAPLANILHA|CILINHA|NUMBER|22|3|2736
LINHAPLANILHA|DCVALLINHA|VARCHAR2|200||2736
LINHAPLANILHA|DCESTUDOESPECIAL|VARCHAR2|1||2736
LINHAPLANILHA|CDUSUARIOINCLUSAO|VARCHAR2|20||2736
LINHAPLANILHA|DHINCLUSAO|DATE|7||2736
LINHAPLANILHA|CDUSUARIOALTERACAO|VARCHAR2|20||2736
LINHAPLANILHA|DHALTERACAO|DATE|7||2736
MODALIDADECOTACAO|CICIA|NUMBER|22|2|4
MODALIDADECOTACAO|CIMODALIDADE|NUMBER|22|3|4
MODALIDADECOTACAO|DCMODALIDADE|VARCHAR2|30||4
MODALIDADECOTACAO|CDUSUARIOINCLUSAO|VARCHAR2|10||4
MODALIDADECOTACAO|DHINCLUSAO|DATE|7||4
MODALIDADECOTACAO|CDUSUARIOALTERACAO|VARCHAR2|10||4
MODALIDADECOTACAO|DHALTERACAO|DATE|7||4
MOTIVOSUBSCRICAO|CICIA|NUMBER|22|2|37
MOTIVOSUBSCRICAO|CIMOTIVOSUBSCRICAO|NUMBER|22|3|37
MOTIVOSUBSCRICAO|DCMOTIVOSUBSCRICAO|VARCHAR2|250||37
MOTIVOSUBSCRICAO|CDUSUARIOINCLUSAO|NUMBER|22|10|37
MOTIVOSUBSCRICAO|DHINCLUSAO|DATE|7||37
MOTIVOSUBSCRICAO|CDUSUARIOALTERACAO|NUMBER|22|10|37
MOTIVOSUBSCRICAO|DHALTERACAO|DATE|7||37
PARAMETROSISTEMA|CDPARAMETRO|NUMBER|22|2|9
PARAMETROSISTEMA|NRVALORCAMPO|VARCHAR2|500||9
PARAMETROSISTEMA|CDUSUARIOINCLUSAO|VARCHAR2|10||9
PARAMETROSISTEMA|DHINCLUSAO|DATE|7||9
PARAMETROSISTEMA|CDUSUARIOALTERACAO|VARCHAR2|10||9
PARAMETROSISTEMA|DHALTERACAO|DATE|7||9
QUESTIONARIOCOBERTURA|CICODCIA|NUMBER|22|2|31
QUESTIONARIOCOBERTURA|CICOBERTURA|NUMBER|22|3|31
QUESTIONARIOCOBERTURA|CIQUESTIONARIO|NUMBER|22|3|31
QUESTIONARIOCOBERTURA|CIVERSAO|NUMBER|22|3|31
QUESTIONARIOCOBERTURA|CDUSUARIOINCLUSAO|VARCHAR2|10||31
QUESTIONARIOCOBERTURA|DHINCLUSAO|DATE|7||31
QUESTIONARIOCOBERTURA|CDUSUARIOALTERACAO|VARCHAR2|10||31
QUESTIONARIOCOBERTURA|DHALTERACAO|DATE|7||31
QUEST_SL_TEMP_EXPLAIN1|STATEMENT_ID|VARCHAR2|30||
QUEST_SL_TEMP_EXPLAIN1|PLAN_ID|NUMBER|22||
QUEST_SL_TEMP_EXPLAIN1|TIMESTAMP|DATE|7||
QUEST_SL_TEMP_EXPLAIN1|REMARKS|VARCHAR2|4000||
QUEST_SL_TEMP_EXPLAIN1|OPERATION|VARCHAR2|30||
QUEST_SL_TEMP_EXPLAIN1|OPTIONS|VARCHAR2|255||
QUEST_SL_TEMP_EXPLAIN1|OBJECT_NODE|VARCHAR2|128||
QUEST_SL_TEMP_EXPLAIN1|OBJECT_OWNER|VARCHAR2|30||
QUEST_SL_TEMP_EXPLAIN1|OBJECT_NAME|VARCHAR2|30||
QUEST_SL_TEMP_EXPLAIN1|OBJECT_ALIAS|VARCHAR2|65||
QUEST_SL_TEMP_EXPLAIN1|OBJECT_INSTANCE|NUMBER|22||
QUEST_SL_TEMP_EXPLAIN1|OBJECT_TYPE|VARCHAR2|30||
QUEST_SL_TEMP_EXPLAIN1|OPTIMIZER|VARCHAR2|255||
QUEST_SL_TEMP_EXPLAIN1|SEARCH_COLUMNS|NUMBER|22||
QUEST_SL_TEMP_EXPLAIN1|ID|NUMBER|22||
QUEST_SL_TEMP_EXPLAIN1|PARENT_ID|NUMBER|22||
QUEST_SL_TEMP_EXPLAIN1|DEPTH|NUMBER|22||
QUEST_SL_TEMP_EXPLAIN1|POSITION|NUMBER|22||
QUEST_SL_TEMP_EXPLAIN1|COST|NUMBER|22||
QUEST_SL_TEMP_EXPLAIN1|CARDINALITY|NUMBER|22||
QUEST_SL_TEMP_EXPLAIN1|BYTES|NUMBER|22||
QUEST_SL_TEMP_EXPLAIN1|OTHER_TAG|VARCHAR2|255||
QUEST_SL_TEMP_EXPLAIN1|PARTITION_START|VARCHAR2|255||
QUEST_SL_TEMP_EXPLAIN1|PARTITION_STOP|VARCHAR2|255||
QUEST_SL_TEMP_EXPLAIN1|PARTITION_ID|NUMBER|22||
QUEST_SL_TEMP_EXPLAIN1|OTHER|LONG|0||
QUEST_SL_TEMP_EXPLAIN1|DISTRIBUTION|VARCHAR2|30||
QUEST_SL_TEMP_EXPLAIN1|CPU_COST|NUMBER|22||
QUEST_SL_TEMP_EXPLAIN1|IO_COST|NUMBER|22||
QUEST_SL_TEMP_EXPLAIN1|TEMP_SPACE|NUMBER|22||
QUEST_SL_TEMP_EXPLAIN1|ACCESS_PREDICATES|VARCHAR2|4000||
QUEST_SL_TEMP_EXPLAIN1|FILTER_PREDICATES|VARCHAR2|4000||
QUEST_SL_TEMP_EXPLAIN1|PROJECTION|VARCHAR2|4000||
QUEST_SL_TEMP_EXPLAIN1|TIME|NUMBER|22|20|
QUEST_SL_TEMP_EXPLAIN1|QBLOCK_NAME|VARCHAR2|30||
RESPOSTACOTACAO|CICIA|NUMBER|22|2|1793
RESPOSTACOTACAO|NRCOTACAO|NUMBER|22|18|1793
RESPOSTACOTACAO|CIQUESTIONARIO|NUMBER|22|3|1793
RESPOSTACOTACAO|NRSEQUENCIA|NUMBER|22|3|1793
RESPOSTACOTACAO|DCRESPOSTA|VARCHAR2|300||1793
RESPOSTACOTACAO|DCCOMPLEMENTO|VARCHAR2|300||1793
RESPOSTACOTACAO|CDUSUARIOINCLUSAO|VARCHAR2|10||1793
RESPOSTACOTACAO|DHINCLUSAO|DATE|7||1793
RESPOSTACOTACAO|CDUSUARIOALTERACAO|VARCHAR2|10||1793
RESPOSTACOTACAO|DHALTERACAO|DATE|7||1793
ROTEIROCALCULOCOTACAO|CICIA|NUMBER|22|2|6966
ROTEIROCALCULOCOTACAO|NRCOTACAO|NUMBER|22|18|6966
ROTEIROCALCULOCOTACAO|CICOBERTURA|NUMBER|22|3|6966
ROTEIROCALCULOCOTACAO|CIROTEIRO|NUMBER|22|3|6966
ROTEIROCALCULOCOTACAO|DCNOMCAMPO|VARCHAR2|60||6966
ROTEIROCALCULOCOTACAO|NRVALORCAMPO|NUMBER|22||6966
ROTEIROCALCULOCOTACAO|CDUSUARIOINCLUSAO|VARCHAR2|10||6966
ROTEIROCALCULOCOTACAO|DHINCLUSAO|DATE|7||6966
ROTEIROCALCULOCOTACAO|CDUSUARIOALTERACAO|VARCHAR2|10||6966
ROTEIROCALCULOCOTACAO|DHALTERACAO|DATE|7||6966
STATUSCOTACAO|CICIA|NUMBER|22|2|11
STATUSCOTACAO|CISTATUS|NUMBER|22|3|11
STATUSCOTACAO|DCSTATUS|VARCHAR2|60||11
STATUSCOTACAO|CDUSUARIOINCLUSAO|VARCHAR2|10||11
STATUSCOTACAO|DHINCLUSAO|DATE|7||11
STATUSCOTACAO|CDUSUARIOALTERACAO|VARCHAR2|10||11
STATUSCOTACAO|DHALTERACAO|DATE|7||11
SUBSCRICAOCOTACAO|CICIA|NUMBER|22|2|132
SUBSCRICAOCOTACAO|NRCOTACAO|NUMBER|22|18|132
SUBSCRICAOCOTACAO|CIMOTIVOSUBSCRICAO|NUMBER|22|3|132
SUBSCRICAOCOTACAO|CDUSUARIOINCLUSAO|NUMBER|22|10|132
SUBSCRICAOCOTACAO|DHINCLUSAO|DATE|7||132
SUBSCRICAOCOTACAO|CDUSUARIOALTERACAO|NUMBER|22|10|132
SUBSCRICAOCOTACAO|DHALTERACAO|DATE|7||132
TERCEIRO|CICIA|NUMBER|22|2|37
TERCEIRO|CDTIPODOCUMENTO|VARCHAR2|4||37
TERCEIRO|NRCODDOCUMENTO|NUMBER|22|20|37
TERCEIRO|CITERCEIRO|NUMBER|22|6|37
TERCEIRO|CIATIVIDADE|NUMBER|22|6|37
TERCEIRO|NMTERCERO|VARCHAR2|80||37
TERCEIRO|DCEMAIL|VARCHAR2|60||37
TERCEIRO|NRDDD|VARCHAR2|3||37
TERCEIRO|NRTELEFONE|VARCHAR2|10||37
TERCEIRO|CITIPODOMICILIO|NUMBER|22|1|37
TERCEIRO|DCENDERECO|VARCHAR2|40||37
TERCEIRO|CDCOMPLEMENTO|VARCHAR2|15||37
TERCEIRO|DCBAIRRO|VARCHAR2|30||37
TERCEIRO|NRCEP|VARCHAR2|15||37
TERCEIRO|CIUF|VARCHAR2|2||37
TERCEIRO|CDCIDADE|VARCHAR2|30||37
TERCEIRO|CDPAIS|VARCHAR2|3||37
TERCEIRO|CDUSUARIOINCLUSAO|VARCHAR2|10||37
TERCEIRO|DHINCLUSAO|DATE|7||37
TERCEIRO|CDUSUARIOALTERACAO|VARCHAR2|10||37
TERCEIRO|DHALTERACAO|DATE|7||37
TERCEIRO|NRENDERECO|VARCHAR2|15||37
TERCEIROCOTACAO|CICIA|NUMBER|22|2|204
TERCEIROCOTACAO|CITERCEIRO|NUMBER|22|6|204
TERCEIROCOTACAO|NRCOTACAO|NUMBER|22|18|204
TERCEIROCOTACAO|CDTIPODOCUMENTO|VARCHAR2|4||204
TERCEIROCOTACAO|NRCODDOCUMENTO|NUMBER|22|20|204
TERCEIROCOTACAO|CDUSUARIOINCLUSAO|NUMBER|22|10|204
TERCEIROCOTACAO|DHINCLUSAO|DATE|7||204
TERCEIROCOTACAO|CDUSUARIOALTERACAO|NUMBER|22|10|204
TERCEIROCOTACAO|DHALTERACAO|DATE|7||204
TIPOCALCULOCOTACAO|CDUSUARIOALTERACAO|VARCHAR2|10||3
TIPOCALCULOCOTACAO|DHALTERACAO|DATE|7||3
TIPOCALCULOCOTACAO|CICIA|NUMBER|22|2|3
TIPOCALCULOCOTACAO|CITIPOCALCULO|NUMBER|22|2|3
TIPOCALCULOCOTACAO|DCCALCULO|VARCHAR2|30||3
TIPOCALCULOCOTACAO|CDUSUARIOINCLUSAO|VARCHAR2|10||3
TIPOCALCULOCOTACAO|DHINCLUSAO|DATE|7||3
TIPODADOPLANILHA|CICOBERTURA|NUMBER|22|3|114
TIPODADOPLANILHA|CIPLANILHA|NUMBER|22|3|114
TIPODADOPLANILHA|CICOLUNA|NUMBER|22|3|114
TIPODADOPLANILHA|DCTIPODADO|VARCHAR2|20||114
TIPODADOPLANILHA|CDUSUARIOINCLUSAO|VARCHAR2|10||114
TIPODADOPLANILHA|DHINCLUSAO|DATE|7||114
TIPODADOPLANILHA|CDUSUARIOALTERACAO|VARCHAR2|10||114
TIPODADOPLANILHA|DHALTERACAO|DATE|7||114
TIPODOMICILIO|CITIPODOMICILIO|NUMBER|22|1|1
TIPODOMICILIO|DCDOMICILIO|VARCHAR2|30||1
TIPODOMICILIO|CDUSUARIOINCLUSAO|VARCHAR2|10||1
TIPODOMICILIO|DHINCLUSAO|DATE|7||1
TIPODOMICILIO|CDUSUARIOALTERACAO|VARCHAR2|10||1
TIPODOMICILIO|DHALTERACAO|DATE|7||1
TIPOFRANQUIACOTACAO|CICIA|NUMBER|22|2|3
TIPOFRANQUIACOTACAO|CITIPOFRANQUIA|NUMBER|22|3|3
TIPOFRANQUIACOTACAO|DCFRANQUIA|VARCHAR2|30||3
TIPOFRANQUIACOTACAO|CDUSUARIOINCLUSAO|VARCHAR2|10||3
TIPOFRANQUIACOTACAO|DHINCLUSAO|DATE|7||3
