select t.TABLE_NAME || '|' ||
PRE_SINISTROS_SAN|DT_ENTREGA_BEM|DATE|7||20671
PRE_SINISTROS_SAN|DT_CONTEMPLACAO|DATE|7||20671
PRE_SINISTROS_SAN|TELEFONE3|CHAR|30||20671
PRE_SINISTROS_SAN|TELEFONE2|CHAR|30||20671
PRE_SINISTROS_SAN|TELEFONE1|CHAR|30||20671
PRE_SINISTROS_SAN|UF|CHAR|2||20671
PRE_SINISTROS_SAN|CIDADE|CHAR|35||20671
PRE_SINISTROS_SAN|CEP|NUMBER|22||20671
PRE_SINISTROS_SAN|BAIRRO|CHAR|20||20671
PRE_SINISTROS_SAN|COMPLEMENTO|CHAR|35||20671
PRE_SINISTROS_SAN|NR_ENDERECO|CHAR|6||20671
PRE_SINISTROS_SAN|ENDERECO|CHAR|40||20671
PRE_SINISTROS_SAN|NOME|CHAR|60||20671
PRE_SINISTROS_SAN|APOLICE|CHAR|14||20671
PRE_SINISTROS_SAN|GRUPO_COTA|CHAR|12||20671
EXP_ESCR_SANT|STATUS|CHAR|3||0
EXP_ESCR_SANT|ESCRITORIO|CHAR|35||0
EXP_ESCR_SANT|CNPJ_CPF|CHAR|18||0
BAIXA_AZUL|QTDE|NUMBER|22||0
BAIXA_AZUL|ENDOSSO_LIDER|CHAR|20||0
BAIXA_AZUL|APOLICE_LIDER|CHAR|20||0
CONTROLE_CAP_PROD|USERNAME_ATUALIZACAO|CHAR|12||2
CONTROLE_CAP_PROD|DT_ATUALIZACAO|DATE|7||2
CONTROLE_CAP_PROD|USERNAME_CAD|CHAR|12||2
CONTROLE_CAP_PROD|DT_CAD|DATE|7||2
CONTROLE_CAP_PROD|ULT_REMESSA|CHAR|10||2
CONTROLE_CAP_PROD|QTDE_RANGE|NUMBER|22|10|2
CONTROLE_CAP_PROD|NOMENCLATURA_ARQ|CHAR|10||2
CONTROLE_CAP_PROD|QTDE_SORTEIO|NUMBER|22|1|2
CONTROLE_CAP_PROD|VALOR_PLANO|FLOAT|22|49|2
CONTROLE_CAP_PROD|NOME_PLANO|CHAR|50||2
CONTROLE_CAP_PROD|DT_FIM_VIG|DATE|7||2
CONTROLE_CAP_PROD|DT_INI_VIG|DATE|7||2
CONTROLE_CAP_PROD|COD_CLIENTE|NUMBER|22|4|2
CONTROLE_CAP_PROD|COD_PLANO|NUMBER|22|4|2
CONTROLE_CAP_PROD|CNPJ|CHAR|14||2
CONTROLE_CAP_PROD|SUB_RM|NUMBER|22|10|2
CONTROLE_CAP_PROD|RM|NUMBER|22|6|2
ARQ_CAP_TIT|USERNAME_ATUALIZACAO|CHAR|12||999782
ARQ_CAP_TIT|DT_ATUALIZACAO|DATE|7||999782
ARQ_CAP_TIT|USERNAME_CAD|CHAR|12||999782
ARQ_CAP_TIT|DT_CAD|DATE|7||999782
ARQ_CAP_TIT|TIT_ALOCADO_SN|CHAR|1||999782
ARQ_CAP_TIT|OBSERVACAO_CLIENTE|CHAR|25||999782
ARQ_CAP_TIT|NUM_SEQ_LINHA|NUMBER|22|9|999782
ARQ_CAP_TIT|NUM_TITULO|NUMBER|22|8|999782
ARQ_CAP_TIT|NUM_LOTE_DISTR|NUMBER|22|3|999782
ARQ_CAP_TIT|NUM_LOTE_TIT|NUMBER|22|5|999782
ARQ_CAP_TIT|REMESSA_TIT|CHAR|10||999782
ARQ_CAP_TIT|DT_GERACAO|DATE|7||999782
ARQ_CAP_TIT|COD_CLIENTE|NUMBER|22|4|999782
ARQ_CAP_TIT|COD_PLANO|NUMBER|22|4|999782
ARQ_AUX_BAIXA_AZUL|LINHA_115|CHAR|115||0
SIN_AZULCAR|COD_NAT_DANO|CHAR|5||0
SIN_AZULCAR|NUM_ORDEM|NUMBER|22||0
SIN_AZULCAR|SINISTRO|CHAR|12||0
SIN_AZULCAR|TIPO_OPER|CHAR|2||0
SIN_AZULCAR|LINHA_167|CHAR|167||0
SIN_AZULCAR|DT_EMISSAO1|DATE|7||0
SIN_AZULCAR|SASSE_IMP_REG|CHAR|2||0
SIN_AZULCAR|NUM_IT|NUMBER|22||0
SIN_AZULCAR|SIN_LIDER|CHAR|10||0
SIN_AZULCAR|END_SASSE1|CHAR|7||0
SIN_AZULCAR|APL_SASSE|CHAR|13||0
IMP_PARC_COS|LINHA_95|CHAR|95||0
IMP_PARC_COS|PARCELA|NUMBER|22||0
IMP_PARC_COS|END_SASSE1|CHAR|7||0
IMP_PARC_COS|APL_SASSE|CHAR|13||0
IMP_DISTR_COS|LINHA_95|CHAR|95||0
IMP_DISTR_COS|END_SASSE1|CHAR|7||0
IMP_DISTR_COS|APL_SASSE|CHAR|13||0
IMP_AZUL_ROMA|DT_EMISSAO1|DATE|7||0
IMP_AZUL_ROMA|SASSE_IMP_REG|CHAR|2||0
IMP_AZUL_ROMA|SASSE_IMP_DUP|CHAR|2||0
IMP_AZUL_ROMA|SASSE_IMP_COS|CHAR|2||0
IMP_AZUL_ROMA|SASSE_IMP_PARC|CHAR|2||0
IMP_AZUL_ROMA|SASSE_IMP_APL|CHAR|2||0
IMP_AZUL_ROMA|NUM_DE|NUMBER|22||0
IMP_AZUL_ROMA|SEGURADO|CHAR|60||0
IMP_AZUL_ROMA|COD_SEG|NUMBER|22||0
IMP_AZUL_ROMA|COD_SUC|CHAR|2||0
IMP_AZUL_ROMA|END_SASSE1|CHAR|7||0
IMP_AZUL_ROMA|APL_SASSE|CHAR|13||0
IMP_APL_END|LINHA_403|CHAR|403||0
IMP_APL_END|COMISSAO|FLOAT|22|126|0
IMP_APL_END|ADICIONAL|FLOAT|22|126|0
IMP_APL_END|DESCONTO|FLOAT|22|126|0
IMP_APL_END|PRE_TECNICO|FLOAT|22|126|0
IMP_APL_END|END_SASSE1|CHAR|7||0
IMP_APL_END|APL_SASSE|CHAR|13||0
CTP_TRI_SAP|FEC_SITUACAO_VCR|DATE|7||0
CTP_TRI_SAP|COD_USR|CHAR|8||0
CTP_TRI_SAP|MCA_SITUACAO_VCR|NUMBER|22|1|0
CTP_TRI_SAP|MSG_DESCR|CHAR|30||0
CTP_TRI_SAP|DESCR_TRIB|CHAR|30||0
CTP_TRI_SAP|COD_TRIB|CHAR|5||0
CTP_TRI_SAP|VAL_TRIB_PAGTO|FLOAT|22|126|0
CTP_TRI_SAP|VAL_LIQ_PAGTO|FLOAT|22|126|0
CTP_TRI_SAP|VAL_VLREAL|FLOAT|22|126|0
CTP_TRI_SAP|COD_DOCUM|CHAR|20||0
CTP_TRI_SAP|NUM_SECU|NUMBER|22|5|0
CTP_TRI_SAP|NUM_LIQ|NUMBER|22|15|0
CTP_TRI_SAP|COD_SEGMENTO|CHAR|10||0
CTP_TRI_SAP|COD_AGENCIA|NUMBER|22|4|0
CTP_TRI_SAP|COD_CIA_COA|NUMBER|22|4|0
CTP_TRI_SAP|COD_TIPO_ARQ|NUMBER|22|6|0
CTP_TRI_SAP|COD_ORIGEM|NUMBER|22|2|0
CTP_TRI_SAP|COD_RUBRICA|NUMBER|22|2|0
CTP_TRI_SAP|COD_CIA|NUMBER|22|2|0
CTP_RET_SAP|FEC_SITUACAO_VCR|DATE|7||0
CTP_RET_SAP|COD_USR|CHAR|8||0
CTP_RET_SAP|MCA_SITUACAO_VCR|NUMBER|22|1|0
CTP_RET_SAP|MSG_DESCR|CHAR|30||0
CTP_RET_SAP|FEC_ANULACAO_CHQ|DATE|7||0
CTP_RET_SAP|FEC_PRESCRICAO_CHQ|DATE|7||0
CTP_RET_SAP|FEC_COMPENSACAO_CHQ|DATE|7||0
CTP_RET_SAP|NUM_ORD_PAGTO|CHAR|10||0
CTP_RET_SAP|NUM_CHEQUE|CHAR|15||0
CTP_RET_SAP|COD_CCONTA|CHAR|18||0
CTP_RET_SAP|COD_AGENCIA_CCONTA|CHAR|15||0
CTP_RET_SAP|COD_BCO_CCONTA|CHAR|4||0
CTP_RET_SAP|FEC_VENCTO|DATE|7||0
CTP_RET_SAP|VAL_LIQ_PAGTO|FLOAT|22|126|0
CTP_RET_SAP|VAL_VLREAL|FLOAT|22|126|0
CTP_RET_SAP|COD_DOCUM|CHAR|20||0
CTP_RET_SAP|NUM_SECU|NUMBER|22|5|0
CTP_RET_SAP|NUM_LIQ|NUMBER|22|15|0
CTP_RET_SAP|COD_PROD|NUMBER|22|5|0
CTP_RET_SAP|COD_AGENCIA|NUMBER|22|4|0
CTP_RET_SAP|COD_CIA_COA|NUMBER|22|4|0
CTP_RET_SAP|COD_TIP_PAGTO|CHAR|3||0
CTP_RET_SAP|COD_TIPO_ARQ|NUMBER|22|6|0
CTP_RET_SAP|COD_ORIGEM|NUMBER|22|2|0
CTP_RET_SAP|COD_RUBRICA|NUMBER|22|2|0
CTP_RET_SAP|COD_CIA|NUMBER|22|2|0
CTP_REM_SAP|FEC_SITUACAO_VCR|DATE|7||0
CTP_REM_SAP|COD_USR|CHAR|8||0
CTP_REM_SAP|MCA_SITUACAO_VCR|NUMBER|22|1|0
CTP_REM_SAP|MSG_DESCR|CHAR|30||0
CTP_REM_SAP|VAL_TRIB_FISCAL|FLOAT|22|126|0
CTP_REM_SAP|COD_SERIE_FISCAL|CHAR|15||0
CTP_REM_SAP|FEC_FRA_FISCAL|DATE|7||0
CTP_REM_SAP|TIP_DOCTO_FISCAL|CHAR|3||0
CTP_REM_SAP|NUM_FRA|CHAR|20||0
CTP_REM_SAP|COD_TIP_PAGTO|CHAR|3||0
CTP_REM_SAP|COD_CCONTA|CHAR|18||0
CTP_REM_SAP|COD_AGENCIA_CCONTA|CHAR|15||0
CTP_REM_SAP|COD_BCO_CCONTA|CHAR|4||0
CTP_REM_SAP|COD_BCO_PAIS|CHAR|2||0
CTP_REM_SAP|COD_MOEDA|CHAR|3||0
CTP_REM_SAP|VAL_VLREAL|FLOAT|22|126|0
CTP_REM_SAP|FEC_VENCTO|DATE|7||0
CTP_REM_SAP|FEC_EMISSAO|DATE|7||0
CTP_REM_SAP|COD_PAIS|CHAR|3||0
CTP_REM_SAP|COD_POSTAL|CHAR|8||0
CTP_REM_SAP|COD_ESTADO|CHAR|2||0
CTP_REM_SAP|NOM_CIDADE|CHAR|40||0
CTP_REM_SAP|NOM_BAIRRO|CHAR|40||0
CTP_REM_SAP|TLF_NUMERO|CHAR|30||0
CTP_REM_SAP|TXT_COMPLEMENTO|CHAR|40||0
CTP_REM_SAP|NUM_APARTADO|CHAR|10||0
CTP_REM_SAP|NOM_ENDERECO|CHAR|60||0
CTP_REM_SAP|NOM_APELIDO|CHAR|35||0
CTP_REM_SAP|NOM_TERCERO2|CHAR|35||0
CTP_REM_SAP|NOM_TERCERO1|CHAR|35||0
CTP_REM_SAP|NOM_TERCERO|CHAR|35||0
CTP_REM_SAP|MCA_TIP_PESSOA|CHAR|1||0
CTP_REM_SAP|MCA_SEXO|CHAR|1||0
CTP_REM_SAP|COD_DOCUM_PIS|CHAR|20||0
CTP_REM_SAP|COD_DOCUM_IM|CHAR|20||0
CTP_REM_SAP|COD_DOCUM_IE|CHAR|20||0
CTP_REM_SAP|COD_DOCUM_RG|CHAR|20||0
CTP_REM_SAP|COD_DOCUM|CHAR|20||0
CTP_REM_SAP|COD_ACT_TERCERO|NUMBER|22|2|0
CTP_REM_SAP|COD_AGT|NUMBER|22|6|0
CTP_REM_SAP|NUM_EXP|NUMBER|22|2|0
CTP_REM_SAP|NUM_SECU|NUMBER|22|5|0
CTP_REM_SAP|NUM_LIQ|NUMBER|22|15|0
CTP_REM_SAP|NUM_SINI|NUMBER|22|15|0
CTP_REM_SAP|NUM_END|NUMBER|22|5|0
CTP_REM_SAP|NUM_POLIZA|NUMBER|22||0
CTP_REM_SAP|COD_SEGMENTO|CHAR|10||0
CTP_REM_SAP|COD_PROD|NUMBER|22|5|0
CTP_REM_SAP|COD_RAMO|NUMBER|22|4|0
CTP_REM_SAP|COD_AGENCIA|NUMBER|22|4|0
CTP_REM_SAP|COD_CIA_COA|NUMBER|22|4|0
CTP_REM_SAP|NUM_SEQ_REMESSA|NUMBER|22|2|0
CTP_REM_SAP|COD_TIPO_ARQ|NUMBER|22|6|0
CTP_REM_SAP|COD_ORIGEM|NUMBER|22|2|0
CTP_REM_SAP|COD_RUBRICA|NUMBER|22|2|0
CTP_REM_SAP|COD_CIA|NUMBER|22|2|0
COT_MOEDA_SAP|FEC_SITUACAO_VCR|DATE|7||0
COT_MOEDA_SAP|COD_USR|CHAR|8||0
COT_MOEDA_SAP|MCA_SITUACAO_VCR|NUMBER|22|1|0
COT_MOEDA_SAP|MSG_DESCR|CHAR|30||0
COT_MOEDA_SAP|VAL_COTACAO|FLOAT|22|126|0
COT_MOEDA_SAP|FEC_EQUIPO|DATE|7||0
COT_MOEDA_SAP|FEC_PROCESSO|DATE|7||0
COT_MOEDA_SAP|COD_MOEDA|CHAR|3||0
COT_MOEDA_SAP|COD_CIA|NUMBER|22|2|0
AUX_PST|COD_PRESTADOR|NUMBER|22||0
AUX_COR|COD_COR|NUMBER|22||0
LOTES_DEL|USERNAME_DEL|CHAR|15||0
LOTES_DEL|DT_DEL|DATE|7||0
LOTES_DEL|TIPO_LOTE|CHAR|1||0
LOTES_DEL|VALOR_LOTE|FLOAT|22|126|0
LOTES_DEL|QTDE_NS|NUMBER|22||0
LOTES_DEL|DT_LOTE|DATE|7||0
LOTES_DEL|NUM_LOTE|NUMBER|22||0
BASE_PERF|BASE_PERF|CHAR|200||0
BASE_CONSOLIDADO2|BASE_CONSOLIDADO2|CHAR|1000||0
BASE_CONSOLIDADO1|BASE_CONSOLIDADO1|CHAR|1000||0
BASE_EXPECTATIVA3|BASE_EXPECTATIVA3|CHAR|482||0
BASE_EXPECTATIVA2|BASE_EXPECTATIVA2|CHAR|560||0
BASE_EXPECTATIVA1|BASE_EXPECTATIVA1|CHAR|560||0
EVENTO_CONTABIL|DEB_CRED|CHAR|1||77
EVENTO_CONTABIL|VERBA_ID|CHAR|2||77
EVENTO_CONTABIL|NOME_EVENTO|CHAR|35||77
EVENTO_CONTABIL|EVENTO_ID|CHAR|3||77
EVENTO_CONTABIL|NOME_CONTA_SUN|CHAR|35||77
EVENTO_CONTABIL|CONTA_SUN|CHAR|10||77
EVENTO_CONTABIL|CONTA_CONTABIL|NUMBER|22|9|77
NOMEN_COMUM_MERCOSUL|NCM|NUMBER|22||4
NOMEN_COMUM_MERCOSUL|DESCRICAO|CHAR|35||4
NOMEN_COMUM_MERCOSUL|TIPO_BEM|CHAR|1||4
NOMEN_COMUM_MERCOSUL|COD_BEM|NUMBER|22||4
TMPGRAVASEC|CGC_CPF|CHAR|14||0
TMPGRAVASEC|NUM_SEC|NUMBER|22|8|0
HISTORICO_LIMITE_TIPO_BEM|DT_ATUALIZACAO|DATE|7||8
HISTORICO_LIMITE_TIPO_BEM|USERNAME_ATUALIZACAO|CHAR|20||8
HISTORICO_LIMITE_TIPO_BEM|VALOR_LIMITE_BEM|FLOAT|22|45|8
HISTORICO_LIMITE_TIPO_BEM|NUM_SEQUENCIAL|NUMBER|22|2|8
HISTORICO_LIMITE_TIPO_BEM|TIPO_BEM|CHAR|1||8
LIMITE_TIPO_BEM|DT_ATUALIZACAO|DATE|7||7
LIMITE_TIPO_BEM|DT_CADASTRO|DATE|7||7
LIMITE_TIPO_BEM|USERNAME_CAD|CHAR|20||7
LIMITE_TIPO_BEM|VALOR_LIMITE_BEM|FLOAT|22|45|7
LIMITE_TIPO_BEM|TIPO_BEM|CHAR|1||7
AUX_EXT|NRO_LOTE|CHAR|15||0
TRA_BCO|CC_FIN_P|CHAR|15||0
TRA_BCO|CC_FIN_D|CHAR|15||0
TRA_BCO|BCO_PARA|CHAR|35||0
TRA_BCO|BCO_DE|CHAR|35||0
TRA_BCO|DT_EMISSAO|DATE|7||0
TRA_BCO|AGENC_PARA|CHAR|35||0
TRA_BCO|AGENC_DE|CHAR|35||0
TRA_BCO|CONTATO|CHAR|35||0
TRA_BCO|VALOR|FLOAT|22|126|0
AUX_APL|APL|CHAR|14||0
ARQ_SOLICITACAO|ARQ_SOLICITACAO|CHAR|900||0
ARQ_REGUA_COBR|ARQ_REGUA_COBR|CHAR|500||0
FORNECEDORES_SAP|COD_DOCUM_EXTRANG|CHAR|20||0
FORNECEDORES_SAP|COD_AGT|NUMBER|22|6|0
FORNECEDORES_SAP|COD_SUSEP|CHAR|15||0
FORNECEDORES_SAP|TXT_EMAIL|CHAR|20||0
FORNECEDORES_SAP|FEC_NASCIMENTO|DATE|7||0
FORNECEDORES_SAP|COD_CCONTA|CHAR|18||0
FORNECEDORES_SAP|COD_AGENCIA_CCONTA|CHAR|15||0
FORNECEDORES_SAP|COD_BCO_CCONTA|CHAR|4||0
FORNECEDORES_SAP|COD_BCO_PAIS|CHAR|2||0
FORNECEDORES_SAP|COD_DOCUM_PIS|CHAR|20||0
FORNECEDORES_SAP|COD_DOCUM_IM|CHAR|20||0
FORNECEDORES_SAP|COD_DOCUM_IE|CHAR|20||0
FORNECEDORES_SAP|COD_DOCUM_RG|CHAR|20||0
FORNECEDORES_SAP|TLF_NUMERO|CHAR|30||0
FORNECEDORES_SAP|COD_POSTAL|CHAR|8||0
FORNECEDORES_SAP|COD_ESTADO|CHAR|2||0
FORNECEDORES_SAP|COD_PAIS|CHAR|3||0
FORNECEDORES_SAP|NOM_CIDADE|CHAR|40||0
FORNECEDORES_SAP|NOM_BAIRRO|CHAR|40||0
FORNECEDORES_SAP|TXT_COMPLEMENTO|CHAR|40||0
FORNECEDORES_SAP|NUM_APARTADO|CHAR|10||0
FORNECEDORES_SAP|NOM_ENDERECO|CHAR|60||0
FORNECEDORES_SAP|NOME_5_PJ|CHAR|35||0
FORNECEDORES_SAP|NOME_4_PJ|CHAR|35||0
FORNECEDORES_SAP|NOME_3_PJ|CHAR|35||0
FORNECEDORES_SAP|NOME_2_PJ|CHAR|35||0
FORNECEDORES_SAP|NOME_1_PJ|CHAR|35||0
FORNECEDORES_SAP|MCA_TIP_PESSOA|CHAR|1||0
FORNECEDORES_SAP|COD_CLIENTE|CHAR|35||0
FORNECEDORES_SAP|COD_DOCUM|CHAR|20||0
FORNECEDORES_SAP|COD_ACT_TERCERO|NUMBER|22|2|0
FORNECEDORES_SAP|COD_ORIGEM|NUMBER|22|2|0
FORNECEDORES_SAP|COD_CIA|NUMBER|22|2|0
FORNECEDORES_SAP|FEC_SITUACAO_VCR|DATE|7||0
FORNECEDORES_SAP|COD_USR|CHAR|8||0
FORNECEDORES_SAP|MCA_SITUACAO_VCR|NUMBER|22|1|0
FORNECEDORES_SAP|MSG_DESCR|CHAR|30||0
FORNECEDORES_SAP|FEC_PROCESSO|DATE|7||0
FORNECEDORES_SAP|NOM_MAE|CHAR|60||0
FORNECEDORES_SAP|COD_DOCUM_MAE|CHAR|20||0
TAXA_EMI_FIA|DT_CAD|DATE|7||987
TAXA_EMI_FIA|USERNAME_CAD|CHAR|12||987
TAXA_EMI_FIA|TAXA_PINTURA_EXT|FLOAT|22|23|987
TAXA_EMI_FIA|TAXA_PINTURA|FLOAT|22|23|987
TAXA_EMI_FIA|TAXA_MC|FLOAT|22|23|987
TAXA_EMI_FIA|TAXA_DI|FLOAT|22|23|987
TAXA_EMI_FIA|TAXA_GAS|FLOAT|22|23|987
TAXA_EMI_FIA|TAXA_LUZ|FLOAT|22|23|987
TAXA_EMI_FIA|TAXA_AGUA|FLOAT|22|23|987
TAXA_EMI_FIA|TAXA_IPTU|FLOAT|22|23|987
TAXA_EMI_FIA|TAXA_CONDOMINIO|FLOAT|22|23|987
TAXA_EMI_FIA|TAXA_ALUGUEL|FLOAT|22|23|987
TAXA_EMI_FIA|FINALIDADE|CHAR|15||987
TAXA_EMI_FIA|TIPO_PESSOA|CHAR|1||987
TAXA_EMI_FIA|REGIAO_IMOVEL|CHAR|35||987
TAXA_EMI_FIA|SUB_RM|NUMBER|22|5|987
TAXA_EMI_FIA|RM|NUMBER|22|5|987
TAXA_EMI_FIA|DT_TABELA|DATE|7||987
CBD_REM_SAP|FEC_SITUACAO_VCR|DATE|7||214452
CBD_REM_SAP|COD_USR|CHAR|8||214452
CBD_REM_SAP|MCA_SITUACAO_VCR|NUMBER|22|1|214452
CBD_REM_SAP|FEC_EQUIPO|DATE|7||214452
CBD_REM_SAP|TIP_MVTO_CONTABIL|CHAR|3||214452
CBD_REM_SAP|TXT_VERBA_CONTABIL|CHAR|40||214452
CBD_REM_SAP|COD_VERBA_CONTABIL|CHAR|4||214452
CBD_REM_SAP|TXT_EVENTO_CONTABIL|CHAR|40||214452
CBD_REM_SAP|COD_EVENTO_CONTABIL|CHAR|5||214452
CBD_REM_SAP|COD_CONTA_CONTABIL|NUMBER|22|10|214452
CBD_REM_SAP|NUM_SECU|NUMBER|22|10|214452
CBD_REM_SAP|TIP_SINAL|CHAR|1||214452
CBD_REM_SAP|VAL_DOCTO|FLOAT|22|126|214452
CBD_REM_SAP|VAL_ITEM|FLOAT|22|126|214452
CBD_REM_SAP|TXT_REF|CHAR|16||214452
CBD_REM_SAP|TXT_ITEM|CHAR|50||214452
CBD_REM_SAP|COD_ACT_TERCERO|NUMBER|22|2|214452
CBD_REM_SAP|COD_CIA_COA|NUMBER|22|4|214452
CBD_REM_SAP|TXT_DOCTO|CHAR|25||214452
CBD_REM_SAP|FEC_PERIODO|DATE|7||214452
CBD_REM_SAP|FEC_CONTABIL|DATE|7||214452
CBD_REM_SAP|FEC_DOCTO|DATE|7||214452
CBD_REM_SAP|NUM_SEQ_REMESSA|NUMBER|22|2|214452
CBD_REM_SAP|COD_SEGMENTO|CHAR|10||214452
CBD_REM_SAP|COD_AGENCIA|NUMBER|22|4|214452
CBD_REM_SAP|COD_ORIGEM|NUMBER|22|2|214452
CBD_REM_SAP|COD_CIA|NUMBER|22|2|214452
ARQ_TMP_IRB|DESCR_BEM|CHAR|2000||881
ARQ_TMP_IRB|PESSOA_DT_NASC|DATE|7||881
ARQ_TMP_IRB|GRUPO_COTA|CHAR|20||881
ARQ_TMP_IRB|CGC_CPF|CHAR|14||881
ARQ_TMP_IRB|FATURA|CHAR|14||881
TMP_GRAVA_SEC|CGC_CPF|CHAR|14||1
TMP_GRAVA_SEC|NUM_SEC|NUMBER|22|8|1
LIBERA_CRITICA_DT_CAD_CHQ|CRITICA|CHAR|7||0
ARQ_PERF|VAL_DIVIDA|FLOAT|22|49|0
ARQ_PERF|UF|CHAR|2||0
ARQ_PERF|ESPECIE|CHAR|3||0
ARQ_PERF|STATUS|CHAR|2||0
ARQ_PERF|GRUPO_COTA|CHAR|20||0
ARQ_PERF|AAMM_PERF|NUMBER|22|10|0
FIPE_OLD_720447|USERNAME_CADASTRO|CHAR|12||1052767
FIPE_OLD_720447|DT_CADASTRO|DATE|7||1052767
FIPE_OLD_720447|VALOR_VEICULO|FLOAT|22|49|1052767
FIPE_OLD_720447|COMBUSTIVEL_VEICULO|CHAR|1||1052767
FIPE_OLD_720447|COD_MOD_VEICULO|NUMBER|22|10|1052767
FIPE_OLD_720447|ANO_VEICULO|NUMBER|22|10|1052767
FIPE_OLD_720447|DESCR_MOD_VEICULO|CHAR|35||1052767
FIPE_OLD_720447|TIPO_VEICULO|CHAR|4||1052767
FIPE_OLD_720447|AAMM|NUMBER|22|10|1052767
VEIC_GRUP_JORNAL|DESCRICAO_1L|CHAR|50||0
VEIC_GRUP_JORNAL|COD_VEIC_GR_JORNAL|NUMBER|22|5|0
VAR_CC_FIN|NOME_BANCO|CHAR|35||0
VAR_CC_FIN|COD_BANCO|NUMBER|22|10|0
VAR_CC_FIN|NOME_AGENCIA|CHAR|35||0
VAR_CC_FIN|TIPO_FAV|CHAR|3||0
VAR_CC_FIN|CODIGO_AGENCIA|CHAR|15||0
VAR_CC_FIN|CODIGO_CONTA|CHAR|15||0
VAR_CC_FIN|CGC_CPF|CHAR|14||0
